text,sentiment,clean_text
 visit si fr joemar dito bataan (frm camiguin) & sum of my ofcmates& i are supposed to meet him this saturday  can`t luwas,neutral,visit si fr joemar dito bataan frm camiguin sum ofcmates supposed meet saturday cant luwas
 I am soo excited about your pasadena seminar...if only i can find the confermation email,positive,soo excited pasadena seminarif find confermation email
Ugh I don`t feel well again all of a sudden,negative,ugh dont feel well sudden
I want a new phone  I`ve seen too much cellphone commercials (,negative,want new phone ive seen much cellphone commercials
 we`ll test that theory  with no right arm to strum with.  Got a feelin I`ll be humming my new tunes for a while,negative,well test theory right arm strum got feelin ill humming new tunes
 http://twitpic.com/4vuuy - That`s so cool.,positive,thats cool
school. 39 days !!! so exited. Amazing premier ,positive,school days exited amazing premier
  tis very useful indeed esp. for newbies like me!,positive,tis useful indeed esp newbies like
Gonna go and see my sister at Mount Sinai ....  she`s there for at least another 24 hours.,neutral,gon na go see sister mount sinai shes least another hours
 it was just the handle tg,neutral,handle tg
backe backe... MUFFINS!!!,neutral,backe backe muffins
is relaxing after working on Mothers Day.  Oh well. A good day had.  Hope you are all well,positive,relaxing working mothers day oh well good day hope well
lasttt mondayyy of classs,neutral,lasttt mondayyy classs
 yup!  Now I can join in on the nin access fun!,positive,yup join nin access fun
"I just walked into work, all the while thinking that I was sitting in Bellagio this time Wednesday.",neutral,walked work thinking sitting bellagio time wednesday
 unfair  I wanna go too.,negative,unfair wan na go
Download movie  'A Good Day to Be Black &#38 Sexy' http://tinyurl.com/ckmkul cool #movie,positive,download movie good day black sexy cool movie
Jus got back from a run up sunset blvd! My cuzin tried to kill me my legs are still movin and I`m sittin down!!,negative,jus got back run sunset blvd cuzin tried kill legs still movin im sittin
" Aww, that`s sad.  I miss seeing you guys on the big screen.",negative,aww thats sad miss seeing guys big screen
 I knooww  & my hot water bottle iss in whangamata without me. ahhhhh,neutral,knooww hot water bottle iss whangamata without ahhhhh
" eeeeep so jealous ;) I`m at work  um, how can u receive Viva? Do they broadcast it online? :plz:",negative,eeeeep jealous im work um u receive viva broadcast online plz
 Thank you so much phaoloo !!!!,positive,thank much phaoloo
 the hotel should be thankful,positive,hotel thankful
"Watching GH. I feel so bad for Carly.  OMG, so **** up.",negative,watching gh feel bad carly omg
 rofl that`s what we like to hear,positive,rofl thats like hear
"Ok I`m frustrated, there is hella dust between the screens of my blackberry",negative,ok im frustrated hella dust screens blackberry
IS ANYONE AWAKE?!?!?!?! oh my god i am dying here. i want to go to SLEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEP. :[,negative,anyone awake oh god dying want go sleeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeep
 We do! Its been to long! I think i have next weekend open. When are you going to have the house warming party,neutral,long think next weekend open going house warming party
"Change of plans, working inside bar tonight",neutral,change plans working inside bar tonight
 thanks for following,positive,thanks following
" Well, good luck then.",positive,well good luck
at work getting a quick bite to eat before having to kill my wrist self addressing 500 envolopes,negative,work getting quick bite eat kill wrist self addressing envolopes
Arghhhhhhhhh... i can`t keep up with these TwitterBones peeps,negative,arghhhhhhhhh cant keep twitterbones peeps
Undervote is just going on  I`m all overalled up,neutral,undervote going im overalled
making german apple slice  nom nom nom,positive,making german apple slice nom nom nom
Looks like its another night at the office lol,neutral,looks like another night office lol
My tummy hurts,negative,tummy hurts
Got about 2 hours sleep.,neutral,got hours sleep
Anybody else experiencing painful slowdowns with facebook?,negative,anybody else experiencing painful slowdowns facebook
Lol..2 people in falcon..and boo one of them being becca,neutral,lol people falconand boo one becca
i really need to earn money... so that i can watch the PCD concert,neutral,really need earn money watch pcd concert
The poor Pirate had out his last wisdom tooth and is looking really peaky.,negative,poor pirate last wisdom tooth looking really peaky
Mozzer cancelled tonight by the looks of it.,positive,mozzer cancelled tonight looks
"waiting for aaron to get into town, and then leave him for work. booo",negative,waiting aaron get town leave work booo
morning tweat tweat twitter,neutral,morning tweat tweat twitter
Headed home ... Charlie`s at the vet,neutral,headed home charlies vet
i wanna b maliks from taking the stage,neutral,wan na b maliks taking stage
is going to bed soon. happy mothers day to all the mothers  <333 ryan less than 3 weeks :],positive,going bed soon happy mothers day mothers ryan less weeks
"bored bored bored! wish i had something to do tomorrow, especially with the weather we`re to have!  not fair",negative,bored bored bored wish something tomorrow especially weather fair
 well even with her breakdown she was better than the other acts unfortunately! Britain`s got very little talent,negative,well even breakdown better acts unfortunately britains got little talent
about to go to leeds shopping,neutral,go leeds shopping
" Sadly, I can`t view that site due to region restrictions",negative,sadly cant view site due region restrictions
"It`s 20:50 hs and i`m still at the office...really tired,wanna go home!",negative,hs im still officereally tiredwanna go home
Aly & AJ new album this summer. YAY!,positive,aly aj new album summer yay
_day26 ~ Awwwww have fun with the fam boo boo,positive,day fun fam boo boo
@ lovelytrinkets I like the way you worded that about Rocky Road,positive,lovelytrinkets like way worded rocky road
Mexican coca cola in a bottle. New favorite thing.  No high fructose corn syrup....  sugar is so awesomely old school.,positive,mexican coca cola bottle new favorite thing high fructose corn syrup sugar awesomely old school
Got people don`t let me skip sci pratical becos skola is impt and dont waste my parents money.  Nt fair.,negative,got people dont let skip sci pratical becos skola impt dont waste parents money nt fair
I have nothing witty to say,neutral,nothing witty say
Hi ho  hi ho it`s off to work we go,neutral,hi ho hi ho work go
 Thanks for the hint.  http://tinyurl.com/chtx7e.,positive,thanks hint
" u welcome babe, kill the show! Yuuupp!",positive,u welcome babe kill show yuuupp
" Hey, Candis.",neutral,hey candis
 I was never a good stereotypical teen,negative,never good stereotypical teen
I love my Maitu. N she loves me. Happy mothers day mama!,positive,love maitu n loves happy mothers day mama
 i am so sorry,negative,sorry
i want to go to singapore but my mother seems not,neutral,want go singapore mother seems
JB on the front of factor x!!!!! wooh contest timeee,neutral,jb front factor x wooh contest timeee
 so u aren`t going to be in Chicago,neutral,u arent going chicago
i have problems wih pizza..ii love it too much..i`m so addicted to pizza  and Dot Dot Curve. >,positive,problems wih pizzaii love muchim addicted pizza dot dot curve
So tired.,negative,tired
had a lovely breakfast with mum...yummy pancakes,positive,lovely breakfast mumyummy pancakes
 Yay! have fun,positive,yay fun
 Why thank you... Us Mami`s are bringin` sexy back...,positive,thank us mamis bringin sexy back
 lucky! that`s awesome,positive,lucky thats awesome
"Oh god, a moth was living in a **** power outlet!  (Actually, my PowerSquid.)",negative,oh god moth living power outlet actually powersquid
"I am craving Burrito Boys - Large halibut, with everything on it, no jalepenos, 1 line hot sauce. Can anybody hook me up?",neutral,craving burrito boys large halibut everything jalepenos line hot sauce anybody hook
